step,sps,policy_loss,value_loss,mi_loss,div_loss,kl_loss,score,mean_return,ego_enc_delta,partner_enc_delta,road_enc_delta,role_std,role_norm,compliance_error
3117416448,1355998.0,-0.000616,0.052611,0.000662,-0.287109,0.0,0.9585,0.9336,0.001413,0.001554,0.001676,2.405834,7.985703,0.00014458
3118202880,1338260.3,0.006166,0.091478,0.000671,-0.294922,0.0,0.9585,0.9344,0.00196,0.002233,0.002496,2.241495,8.136289,0.00013226
3118989312,1333046.6,0.009106,0.108499,0.000678,-0.292969,0.0,0.958,0.9335,0.002245,0.00195,0.00333,2.234846,8.338766,0.00014588
3119775744,1327866.7,0.006702,0.087295,0.000673,-0.291016,0.0,0.9578,0.9335,0.001508,0.001802,0.002382,2.304071,8.31284,0.00014639
3120562176,1308059.6,-0.009682,0.086628,0.00071,-0.289062,0.0,0.9576,0.9332,0.001728,0.002283,0.002662,2.272877,8.034075,0.00014488
3121348608,1302948.0,0.001943,0.068296,0.000702,-0.283203,0.0,0.9575,0.9328,0.002311,0.002014,0.002679,2.360814,8.078003,0.0001472
3122135040,1297960.8,-0.003695,0.064644,0.000717,-0.279297,0.0,0.9572,0.9316,0.002472,0.001869,0.002478,2.381481,7.987022,0.00013327
3122921472,1292909.0,0.000686,0.075937,0.000682,-0.283203,0.0,0.9572,0.9316,0.001912,0.00192,0.002249,2.215993,8.155352,0.00014556
3123707904,1277423.3,0.002474,0.079867,0.000697,-0.285156,0.0,0.9569,0.9306,0.001418,0.001577,0.001916,2.095546,8.273003,0.0001339
3124494336,1272483.5,-0.000313,0.055554,0.000671,-0.279297,0.0,0.9573,0.9322,0.001084,0.001563,0.001602,2.226443,8.134395,0.00013857
3125280768,1267797.1,0.001716,0.04503,0.000669,-0.28125,0.0,0.9575,0.9329,0.001105,0.001276,0.001496,2.237759,8.053875,0.00014685
3126067200,1253519.0,-0.003705,0.06749,0.000666,-0.287109,0.0,0.9579,0.9338,0.00122,0.001392,0.001899,2.767348,7.592297,0.00015239
3126853632,1248921.6,0.0025,0.096303,0.00063,-0.294922,0.0,0.9585,0.9345,0.002013,0.002323,0.002494,2.303271,8.267534,0.00014587
3127640064,1244365.9,-0.001274,0.094033,0.000639,-0.300781,0.0,0.9585,0.9326,0.002249,0.00291,0.003399,2.365788,8.30923,0.000136
3128426496,1239844.7,-0.008749,0.07333,0.000633,-0.300781,0.0,0.9584,0.9315,0.001856,0.002123,0.002743,2.293478,8.180298,0.0001538
3129212928,1226127.0,-0.002216,0.070099,0.000671,-0.287109,0.0,0.9583,0.9313,0.001656,0.001605,0.001907,2.430194,8.12137,0.00014572
3129999360,1221469.3,0.000839,0.076654,0.000708,-0.269531,0.0,0.9583,0.9316,0.002034,0.001638,0.002624,2.301116,8.164345,0.00014139
3130785792,1216986.5,-0.000266,0.067657,0.000682,-0.267578,0.0,0.9579,0.9302,0.001532,0.001378,0.002118,2.385505,8.365511,0.00014368
3131572224,1212662.8,-0.003385,0.07074,0.000662,-0.267578,0.0,0.9582,0.9302,0.001586,0.001739,0.002142,2.160882,8.530045,0.00013447
3132358656,1198316.4,-0.006398,0.073566,0.00067,-0.269531,0.0,0.9587,0.9308,0.001778,0.001695,0.002192,2.145431,8.297203,0.00012505
3133145088,1194150.8,-0.00138,0.064489,0.000688,-0.269531,0.0,0.9589,0.9305,0.001525,0.001776,0.002535,2.162803,8.372741,0.00015205
3133931520,1190022.4,-0.001081,0.071945,0.000681,-0.269531,0.0,0.9591,0.9303,0.002065,0.001405,0.001995,2.31738,8.332093,0.00013917
3134717952,1176224.0,0.005773,0.096566,0.000685,-0.275391,0.0,0.9596,0.9298,0.001755,0.001237,0.001676,2.526711,8.125739,0.00014412
3135504384,1172105.5,-0.006363,0.082664,0.000662,-0.273438,0.0,0.9602,0.9294,0.002448,0.002034,0.00285,2.290419,8.486343,0.00014106
3136290816,1168113.8,0.006644,0.079454,0.000689,-0.271484,0.0,0.9605,0.9285,0.001977,0.001866,0.002374,2.229462,8.639434,0.00013365
